Arts_and_Entertainment~Celebrities_and_Entertainment_News,Arts_and_Entertainment~Humor,Arts_and_Entertainment~Movies,Arts_and_Entertainment~Music_and_Audio,Arts_and_Entertainment~Other,Arts_and_Entertainment~Performing_Arts,Arts_and_Entertainment~Photography,Arts_and_Entertainment~TV_and_Video,Arts_and_Entertainment~Visual_Arts_and_Design,Autos_and_Vehicles~Automotive_Industry,Autos_and_Vehicles~Boating,Autos_and_Vehicles~Car_Buying,Autos_and_Vehicles~Other,Beauty_and_Fitness~Fitness,Beauty_and_Fitness~Other,Business_and_Industry~Business_Services,Business_and_Industry~Marketing_and_Advertising,Business_and_Industry~Publishing_and_Printing,Business_and_Industry~Real_Estate,Business_and_Industry~Transportation_and_Logistics,Career_and_Education~Education,Career_and_Education~Other,Career_and_Education~Universities_and_Colleges,Computer_and_Electronics~Computer_Hardware,Computer_and_Electronics~Computer_Security,Computer_and_Electronics~Consumer_Electronics,Computer_and_Electronics~Graphics_and_Multimedia_Tools,Computer_and_Electronics~Other,Computer_and_Electronics~Programming,Computer_and_Electronics~Software,Finance~Banking,Finance~Financial_Management,Finance~Insurance,Finance~Investing,Finance~Other,Food_and_Drink~Cooking_and_Recipes,Food_and_Drink~Food_and_Grocery_Retailers,Food_and_Drink~Other,Food_and_Drink~Restaurants_and_Delivery,Games~Online,Games~Other,Games~Video_Games,Health~Conditions_and_Diseases,Health~Medicine,Health~Other,Health~Products_and_Shopping,Internet_and_Telecom~Ad_Network,Internet_and_Telecom~Chats_and_Forums,Internet_and_Telecom~Email,Internet_and_Telecom~File_Sharing,Internet_and_Telecom~Mobile_Developers,Internet_and_Telecom~Online_Marketing,Internet_and_Telecom~Web_Design,Law_and_Government~Government,News_and_Media~Business_News,News_and_Media~Magazines_and_E-Zines,News_and_Media~Newspapers,News_and_Media~Other,News_and_Media~Sports_News,News_and_Media~Technology_News,News_and_Media~Weather,People_and_Society~Other,People_and_Society~Religion_and_Spirituality,Reference~Dictionaries_and_Encyclopedias,Reference~Directories,Reference~Maps,Science~Biology,Science~Social_Sciences,Shopping~Children,Shopping~Clothing,Shopping~Consumer_Electronics,Shopping~Coupons,Shopping~Home_and_Garden,Shopping~Other,Shopping~Sports,Sports~Other,Travel~Accommodation_and_Hotels,Travel~Airlines_and_Airports,Travel~Other,Travel~Tourism,uid
,,,9.0,8.0,,,15.0,,,,1.0,,,,10.0,28.0,,1.0,,2.0,1.0,6.0,,1.0,1.0,,3.0,1.0,13.0,,,3.0,,2.0,,,1.0,9.0,,,,,,1.0,,4.0,,13.0,2.0,,10.0,,,2.0,8.0,1.0,26.0,16.0,,,5.0,,1.0,,,,,,,,4.0,,,,4.0,3.0,2.0,,,2432
4.0,,1.0,7.0,14.0,,42.0,8.0,16.0,6.0,,,1.0,,,7.0,30.0,,,,1.0,,1.0,,,,,6.0,1.0,29.0,,,,,,,1.0,,4.0,2.0,1.0,5.0,,1.0,,,4.0,4.0,1.0,3.0,25.0,13.0,1.0,,1.0,9.0,4.0,19.0,,1.0,,6.0,1.0,,,,,,,12.0,,,1.0,19.0,,2.0,4.0,,,,122444
4.0,4.0,,6.0,14.0,,,8.0,,,1.0,,,,,4.0,12.0,,,4.0,6.0,1.0,,,2.0,6.0,,2.0,3.0,15.0,,,2.0,1.0,,2.0,,,,,,,,1.0,4.0,,4.0,,,,3.0,5.0,,,,1.0,15.0,13.0,,2.0,5.0,5.0,,,,,1.0,,,,1.0,,,10.0,,,1.0,1.0,,1.0,316162
,,,,2.0,,,6.0,,,,1.0,,,,2.0,19.0,,,,,,,,,2.0,,2.0,,3.0,,,4.0,,,,,,1.0,,,,,1.0,,,7.0,,,,,2.0,,,,5.0,,3.0,,,,3.0,,,,2.0,,,,,,,,6.0,,,,,,,62421
,,,1.0,,,1.0,6.0,,,,1.0,,,,6.0,16.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,1.0,1.0,,,2.0,2.0,,,,,,2.0,,,,2.0,,,,,,,,,,,,3.0,,,5.0,,,2.0,71512
,,,7.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,173123
,,,1.0,,,,3.0,,,,,,,,5.0,12.0,,,,,,,,13.0,,,2.0,,1.0,,,,,,,,,,,3.0,,,,,,3.0,,,,,1.0,,,1.0,1.0,,24.0,,6.0,,2.0,1.0,,,,,,,,,,,5.0,,,1.0,,,,38444
,,,,,,,2.0,,,,,,,,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,,,1.0,,,,3.0,,,,,,,,,,,,,,,1.0,,,,278562
,,,4.0,2.0,,,3.0,,,,,,,,,18.0,,19.0,,,,,,2.0,5.0,,5.0,2.0,2.0,,,,,,,,,2.0,,,,,1.0,,,2.0,1.0,6.0,,1.0,5.0,,,,,,4.0,,,,5.0,,,,16.0,,,,,,,,2.0,,2.0,14.0,,1.0,8.0,326620
,,,,4.0,,,1.0,,,,,,,,,20.0,,7.0,,,,,,,,,3.0,,10.0,,,,,,,,,,,,,,2.0,,,1.0,,,,1.0,18.0,,,,,,4.0,,14.0,,7.0,,,,,,,,,,,,,,,2.0,,,,200851
,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,65760
,,,2.0,1.0,,,,,,,1.0,,,,,1.0,,2.0,,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,3.0,,,,1.0,,4.0,6.0,,,,,,,,,,,,,,,1.0,,,4.0,,,,61826
,,,,2.0,,,,,,,,,,,1.0,3.0,,,,,,,,1.0,,,,,9.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,1.0,,,,,,,54984
,,,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,1.0,,4.0,,,,,,1.0,,,,,,,,,,2.0,257305
,,,1.0,4.0,,,1.0,,,,1.0,,,,1.0,10.0,,,,,,,,,8.0,,2.0,1.0,8.0,,,,,,,,,,,,1.0,,,,,1.0,1.0,3.0,,1.0,3.0,,,,,1.0,3.0,5.0,,,,,,,,,,3.0,9.0,,,,9.0,,1.0,,,,,248777
,,,4.0,8.0,,,8.0,,,,,,,,6.0,28.0,,1.0,,1.0,1.0,,,,1.0,,,,6.0,,,,,,,,,2.0,,,,,,,6.0,5.0,1.0,4.0,,,12.0,,,1.0,,9.0,6.0,,,,2.0,,,,,,,,,,,,5.0,,3.0,3.0,,,,128859
,,,2.0,2.0,,,6.0,,,2.0,,,,,10.0,11.0,,,,,,,,,3.0,,1.0,,1.0,,,,,,9.0,,,2.0,,,,,,1.0,,1.0,,,,1.0,,,,1.0,,19.0,13.0,2.0,,,1.0,,,,,,,,1.0,,,,6.0,,4.0,1.0,,,,88123
,,,3.0,2.0,,,2.0,,,,,,,,3.0,21.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0,,,1.0,,7.0,,,,,1.0,3.0,,,,7.0,,1.0,,1.0,1.0,,,,,,1.0,4.0,,5.0,1.0,,,,162092
,,,2.0,1.0,,1.0,1.0,,,,1.0,,,,6.0,3.0,,,,,,,6.0,1.0,,,1.0,,20.0,1.0,,,,4.0,,,,,,,,,,,,2.0,,,,4.0,2.0,,,,,,1.0,,,,1.0,,,,1.0,,,,,11.0,,,11.0,,2.0,,,,,126441
3.0,6.0,3.0,8.0,22.0,,4.0,20.0,,,6.0,4.0,,1.0,,11.0,14.0,,5.0,,1.0,,2.0,,1.0,3.0,,4.0,2.0,27.0,,,,1.0,,,,,,,,2.0,4.0,,1.0,2.0,7.0,2.0,,1.0,3.0,7.0,,,1.0,64.0,6.0,41.0,13.0,,3.0,12.0,3.0,2.0,,1.0,,,,,,,,12.0,,2.0,4.0,,,,30503
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262852
1.0,,,13.0,2.0,1.0,,15.0,,,,,,,,15.0,11.0,,,,,,,,,7.0,,,,6.0,,,,,,,,,,,,,,,,1.0,8.0,,,6.0,1.0,4.0,,,1.0,5.0,,20.0,1.0,,107.0,,,,,4.0,,,,,,,,2.0,,,,,,,96513
,,,11.0,6.0,,,5.0,,2.0,,,,9.0,,2.0,17.0,,,,,,,,2.0,,,3.0,,47.0,,,,,,,,,,1.0,,,,,,,4.0,,,,4.0,1.0,,4.0,,,7.0,6.0,,,7.0,,1.0,,,,,,,,,,,3.0,,1.0,1.0,,,,296069
,,,,,,,1.0,,,,,,,,6.0,22.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,6.0,,,3.0,,1.0,,,6.0,,,4.0,,1.0,8.0,,,16.0,1.0,,,,1.0,,,,,,,,,,5.0,6.0,,,3.0,239765
,,,2.0,3.0,,,,,,,4.0,1.0,,3.0,3.0,2.0,,,,1.0,,,,1.0,6.0,,4.0,,1.0,,,,1.0,1.0,,,,,4.0,3.0,1.0,,,,,3.0,,,,,3.0,,,,,1.0,3.0,,,,1.0,,,,,4.0,,,1.0,1.0,,1.0,5.0,,,,,,,333510
,,1.0,12.0,2.0,,,7.0,,,,3.0,5.0,,,5.0,20.0,,,,,,1.0,,3.0,4.0,,,,9.0,,,,,,,,,1.0,,,,,1.0,,1.0,5.0,,4.0,,1.0,8.0,,,1.0,,3.0,16.0,,2.0,,17.0,1.0,,,,,2.0,,9.0,7.0,,,13.0,,1.0,,,,,98657
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,34401
2.0,2.0,,13.0,16.0,,,6.0,,,,3.0,,,3.0,9.0,34.0,,1.0,,,,,,,2.0,,,,9.0,,,,,,16.0,1.0,,2.0,,,,,,1.0,,6.0,,,,1.0,1.0,,,,9.0,5.0,11.0,2.0,,,3.0,2.0,,1.0,1.0,,,,,,3.0,,15.0,,1.0,,,,,340278
,,,1.0,,,,6.0,,,,,,,,8.0,4.0,,,,,,,,,,,4.0,,4.0,1.0,,1.0,,,,,,,,,,,1.0,3.0,,,,,,2.0,2.0,,,,1.0,1.0,19.0,,,10.0,,14.0,,,,,,,,,,,,,4.0,1.0,,,,66430
,,4.0,,2.0,,,7.0,,,,,,,,1.0,8.0,,1.0,,,1.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,2.0,,,,,52352
,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,219454
,,,7.0,1.0,,,2.0,,,1.0,,,,3.0,6.0,10.0,,,,,,,,,,,2.0,,17.0,1.0,2.0,8.0,,,,,,,,,2.0,,,,,3.0,,4.0,,2.0,1.0,,,,,1.0,12.0,,,,11.0,10.0,,,,,,,3.0,,1.0,,6.0,,3.0,,,,,307773
4.0,1.0,,20.0,4.0,,,28.0,,,,,,,,25.0,41.0,,,,,,,,1.0,,,3.0,,12.0,,,,,,,,,,,,,,2.0,,,1.0,,1.0,,,7.0,,,5.0,,16.0,13.0,,,18.0,9.0,,,1.0,1.0,,,,3.0,,,,9.0,1.0,2.0,5.0,,,,308859
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,322424
,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326796
1.0,7.0,,4.0,14.0,,,6.0,,,,,,,,6.0,16.0,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,4.0,,,,,3.0,,,,1.0,3.0,,2.0,,2.0,4.0,24.0,,,,2.0,,,,,2.0,,1.0,1.0,,,,3.0,,,2.0,,,,105692
,,,4.0,10.0,,,5.0,,,1.0,,4.0,,,4.0,11.0,,,,,,,,12.0,,1.0,3.0,,8.0,,,,,,,,,,,,,,1.0,,,1.0,,,,12.0,8.0,,1.0,,,,2.0,,4.0,14.0,3.0,,,,2.0,1.0,,,,1.0,,,,,1.0,,,,,80742
,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,235627
,,,2.0,3.0,,,5.0,,,,5.0,,,,11.0,22.0,,,,,,,,,,,3.0,,8.0,,,,,,,,,,14.0,3.0,,,1.0,,,2.0,2.0,1.0,,3.0,4.0,,,,,7.0,20.0,,,7.0,,,,,,,,,,,,,13.0,,,4.0,,,,80922
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,89035
,,,,2.0,2.0,,1.0,,,,,,,,5.0,7.0,,,1.0,,,,,10.0,,,4.0,,10.0,,,,,,5.0,,,,6.0,,,,1.0,2.0,3.0,7.0,,1.0,,2.0,2.0,,,,,,3.0,,1.0,2.0,1.0,,,,,1.0,,,,,,2.0,8.0,,2.0,2.0,,,,182640
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,214658
1.0,,,9.0,,,,16.0,,,,,,,,5.0,32.0,,4.0,,,,,8.0,6.0,,,,,,,,,,,,,,,,,2.0,,,1.0,2.0,2.0,,,,,4.0,,,,,22.0,30.0,,,,,2.0,,,,,,,,,,,2.0,,1.0,2.0,,,,64723
,,,19.0,14.0,,,6.0,,,1.0,1.0,5.0,,,6.0,21.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,6.0,,,,,1.0,9.0,,,,,,,,,1.0,,,,,,,,,2.0,2.0,,,,133195
2.0,,1.0,4.0,6.0,,,21.0,,1.0,,1.0,4.0,,,8.0,29.0,,4.0,,3.0,,1.0,6.0,7.0,,,11.0,,13.0,4.0,,1.0,17.0,,,5.0,,1.0,,,1.0,,1.0,,4.0,4.0,1.0,1.0,,,5.0,1.0,3.0,,7.0,25.0,34.0,,,1.0,5.0,,,2.0,1.0,7.0,,,2.0,28.0,,4.0,21.0,,4.0,2.0,,,,152799
,,3.0,12.0,11.0,,1.0,11.0,,,,,,,3.0,19.0,27.0,1.0,,,1.0,,3.0,,4.0,26.0,1.0,2.0,,6.0,,1.0,,,,,1.0,,3.0,,,,,,1.0,,14.0,2.0,6.0,,3.0,12.0,,4.0,,1.0,8.0,50.0,1.0,,1.0,4.0,3.0,,,,3.0,,,,,,,16.0,,4.0,3.0,,,1.0,325953
4.0,,7.0,8.0,36.0,,,27.0,,,,4.0,,,,7.0,41.0,,2.0,,,,,,,,,14.0,,28.0,,,,1.0,2.0,,,,,,,9.0,,,4.0,2.0,5.0,1.0,,,7.0,5.0,,,10.0,6.0,11.0,43.0,4.0,17.0,,2.0,1.0,,2.0,5.0,,,,,,,,6.0,1.0,,3.0,,,1.0,97973
,,,1.0,,,3.0,,,,,,,,,,10.0,,18.0,,,,,,,1.0,,,,,,,,,,,,,,6.0,,,,,,,,,,1.0,,,,,2.0,,,11.0,,2.0,,2.0,,,,,,,,2.0,,2.0,,,,1.0,,,,,152542
,,,4.0,,,,2.0,,2.0,,,7.0,,,4.0,7.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,7.0,5.0,,,,,,,,,,,,,,,,,,,190882
9.0,,,10.0,,,,18.0,,,,,,,,1.0,7.0,,1.0,,,,,1.0,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,1.0,,2.0,3.0,,,,2.0,,,,,,,,,,,,,,2.0,1.0,,,,121602
,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207256
,,1.0,21.0,7.0,,,3.0,,,,,2.0,,,7.0,23.0,,,,1.0,,,,8.0,1.0,,2.0,,13.0,,,,,,,,,,,,,,1.0,,,12.0,,5.0,,,8.0,,,,,9.0,22.0,,1.0,9.0,4.0,2.0,,,3.0,,,,,,,,3.0,,1.0,1.0,,,,337838
,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,7.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,159720
10.0,2.0,3.0,36.0,47.0,,1.0,38.0,2.0,,,4.0,1.0,,1.0,9.0,21.0,,,1.0,1.0,,,,,2.0,1.0,4.0,,15.0,,,,,,,,,,,,,,1.0,4.0,,6.0,,,,,10.0,1.0,,10.0,45.0,31.0,67.0,,10.0,1.0,14.0,18.0,,,,8.0,1.0,,,3.0,,,8.0,,2.0,1.0,,,4.0,271207
,,,23.0,11.0,,1.0,11.0,,,,,,,,3.0,22.0,,1.0,,1.0,,2.0,1.0,,,,29.0,,8.0,,,,,,,,,,,,3.0,,2.0,,,1.0,2.0,,,8.0,6.0,2.0,,6.0,6.0,9.0,36.0,,30.0,,6.0,,2.0,,,1.0,,,,,,,6.0,,2.0,,,,,63267
,,5.0,10.0,34.0,4.0,4.0,3.0,,,1.0,1.0,1.0,,,4.0,38.0,1.0,3.0,,,,,,1.0,1.0,1.0,1.0,,4.0,,,1.0,,,1.0,,,,13.0,,6.0,,,,,13.0,1.0,2.0,1.0,3.0,11.0,,5.0,,1.0,,21.0,8.0,1.0,,8.0,2.0,,,3.0,,,,,,,,7.0,7.0,7.0,2.0,,,,254117
,,,5.0,,4.0,,4.0,,2.0,,15.0,2.0,,,2.0,19.0,,,,,,,,,1.0,,,,7.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,5.0,,,,,,,,5.0,,,,,,,6.0,4.0,,,5.0,,,,142077
,,,15.0,4.0,,2.0,16.0,,,,11.0,3.0,,,7.0,19.0,1.0,,,,,,,,1.0,,12.0,1.0,17.0,,,,,,,,,,,2.0,4.0,,1.0,,,2.0,,3.0,,2.0,4.0,,3.0,6.0,2.0,1.0,24.0,,,5.0,1.0,,,3.0,11.0,,,,,,,,5.0,,7.0,8.0,,,3.0,107596
5.0,,7.0,8.0,9.0,2.0,2.0,19.0,,,,1.0,,3.0,6.0,6.0,13.0,,,12.0,4.0,,1.0,,1.0,16.0,,1.0,,4.0,,1.0,,1.0,5.0,7.0,4.0,3.0,8.0,,,1.0,2.0,,1.0,2.0,1.0,,15.0,1.0,,12.0,,,1.0,22.0,3.0,31.0,1.0,,,4.0,,,,,,,4.0,62.0,2.0,25.0,10.0,27.0,2.0,6.0,9.0,1.0,5.0,26.0,335608
,,1.0,2.0,1.0,,,10.0,,,,,,,,3.0,5.0,,,2.0,,,,,17.0,1.0,,4.0,,6.0,,,,3.0,,,,,,,,1.0,,,,,,,,,9.0,5.0,,2.0,16.0,5.0,1.0,65.0,,2.0,5.0,,,,,,,,,,,,,,,,,2.0,,,138007
,,,42.0,3.0,,,2.0,,4.0,,3.0,2.0,,,13.0,31.0,,,,,,,,,,,33.0,1.0,28.0,,,,,,,,,,9.0,1.0,2.0,,,,,1.0,,,,16.0,4.0,,,,,4.0,16.0,4.0,,1.0,1.0,2.0,,,,,,,,,,,3.0,,1.0,,,,2.0,173920
,,,,3.0,,,10.0,,,1.0,4.0,,,,2.0,7.0,,,,,,,,,1.0,,3.0,,5.0,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,2.0,,2.0,1.0,5.0,,,,,,,,,,,,,,,,2.0,,,3.0,,,,92137
,,,11.0,13.0,,1.0,4.0,20.0,1.0,1.0,30.0,13.0,,,12.0,35.0,2.0,,,,,,,1.0,,,3.0,,5.0,,,,,,,,,1.0,,,2.0,,2.0,,,1.0,1.0,,1.0,4.0,11.0,,1.0,4.0,4.0,12.0,14.0,,2.0,,,,,,,,,,,,,,5.0,,12.0,3.0,,,,241958
,,,1.0,1.0,,,2.0,,,,,,,,4.0,5.0,,1.0,,,,,,,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,5.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,183544
