Arts_and_Entertainment~Celebrities_and_Entertainment_News,Arts_and_Entertainment~Humor,Arts_and_Entertainment~Movies,Arts_and_Entertainment~Music_and_Audio,Arts_and_Entertainment~Other,Arts_and_Entertainment~Performing_Arts,Arts_and_Entertainment~Photography,Arts_and_Entertainment~TV_and_Video,Arts_and_Entertainment~Visual_Arts_and_Design,Autos_and_Vehicles~Automotive_Industry,Autos_and_Vehicles~Boating,Autos_and_Vehicles~Car_Buying,Autos_and_Vehicles~Other,Beauty_and_Fitness~Fitness,Beauty_and_Fitness~Other,Business_and_Industry~Business_Services,Business_and_Industry~Marketing_and_Advertising,Business_and_Industry~Publishing_and_Printing,Business_and_Industry~Real_Estate,Business_and_Industry~Transportation_and_Logistics,Career_and_Education~Education,Career_and_Education~Other,Career_and_Education~Universities_and_Colleges,Computer_and_Electronics~Computer_Hardware,Computer_and_Electronics~Computer_Security,Computer_and_Electronics~Consumer_Electronics,Computer_and_Electronics~Graphics_and_Multimedia_Tools,Computer_and_Electronics~Other,Computer_and_Electronics~Programming,Computer_and_Electronics~Software,Finance~Banking,Finance~Financial_Management,Finance~Insurance,Finance~Investing,Finance~Other,Food_and_Drink~Cooking_and_Recipes,Food_and_Drink~Food_and_Grocery_Retailers,Food_and_Drink~Other,Food_and_Drink~Restaurants_and_Delivery,Games~Online,Games~Other,Games~Video_Games,Health~Conditions_and_Diseases,Health~Medicine,Health~Other,Health~Products_and_Shopping,Internet_and_Telecom~Ad_Network,Internet_and_Telecom~Chats_and_Forums,Internet_and_Telecom~Email,Internet_and_Telecom~File_Sharing,Internet_and_Telecom~Mobile_Developers,Internet_and_Telecom~Online_Marketing,Internet_and_Telecom~Web_Design,Law_and_Government~Government,News_and_Media~Business_News,News_and_Media~Magazines_and_E-Zines,News_and_Media~Newspapers,News_and_Media~Other,News_and_Media~Sports_News,News_and_Media~Technology_News,News_and_Media~Weather,People_and_Society~Other,People_and_Society~Religion_and_Spirituality,Reference~Dictionaries_and_Encyclopedias,Reference~Directories,Reference~Maps,Science~Biology,Science~Social_Sciences,Shopping~Children,Shopping~Clothing,Shopping~Consumer_Electronics,Shopping~Coupons,Shopping~Home_and_Garden,Shopping~Other,Shopping~Sports,Sports~Other,Travel~Accommodation_and_Hotels,Travel~Airlines_and_Airports,Travel~Other,Travel~Tourism,uid
,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,1.0,,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,255507
,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290034
,,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,1.0,,,,,,2.0,1.0,,,7.0,,,,,,,,,2.0,,,,,,,,,,,142286
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34401
13.0,,,7.0,28.0,1.0,23.0,22.0,1.0,,,,,1.0,,20.0,31.0,,1.0,,4.0,1.0,,,,,1.0,5.0,1.0,12.0,,,,,,1.0,,1.0,,3.0,,,4.0,,1.0,2.0,2.0,3.0,,,4.0,14.0,1.0,,,28.0,6.0,24.0,,,,11.0,2.0,,,,4.0,,,6.0,,,18.0,23.0,,,2.0,,,,122444
3.0,,,,,,,3.0,,,,,,,,5.0,3.0,,,,,,,,,,,,,7.0,,1.0,,,1.0,,,,,,,,,,,,3.0,,,,,3.0,,,,6.0,1.0,8.0,,,,1.0,,,,,,,,,,,,,,,,,,,316162
,,,1.0,2.0,,,1.0,,,,,,,,2.0,14.0,,,,,,,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,3.0,5.0,7.0,,,5.0,,,,,,,,,,,,5.0,,,1.0,,,,204631
,,,,5.0,,1.0,5.0,,,1.0,1.0,,,,10.0,24.0,,1.0,,,1.0,,,,,,1.0,,2.0,,,,,,,,,,,,,,2.0,,,1.0,1.0,1.0,,1.0,7.0,,,1.0,2.0,,11.0,,,11.0,1.0,,,,,,,,,,,3.0,8.0,,1.0,,,,1.0,323972
5.0,2.0,2.0,10.0,22.0,,2.0,13.0,,,,1.0,,,1.0,7.0,25.0,,5.0,,,,,,,2.0,,,,8.0,,,,,,34.0,3.0,1.0,,,,,4.0,1.0,8.0,1.0,4.0,1.0,1.0,,1.0,5.0,1.0,,5.0,23.0,,26.0,3.0,,,5.0,,,2.0,2.0,,,,,1.0,2.0,,10.0,,,,,,,340278
,,,3.0,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326796
4.0,8.0,,5.0,7.0,,,1.0,,,,,,,,,4.0,,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,3.0,,,,,,,,1.0,,,6.0,,,,1.0,,5.0,,5.0,,6.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,105692
,,1.0,7.0,3.0,,,9.0,,,,1.0,,,,25.0,11.0,,2.0,,2.0,,,1.0,,1.0,1.0,3.0,1.0,9.0,,,,1.0,,,,,,,,,,,1.0,,15.0,1.0,1.0,,6.0,5.0,,,3.0,,12.0,45.0,4.0,2.0,73.0,1.0,2.0,,,,1.0,,,,,,,14.0,1.0,,3.0,,,,96513
,,,,,,,7.0,,,,,1.0,,,1.0,19.0,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,4.0,,,,4.0,2.0,2.0,,,4.0,1.0,,,,1.0,,,,,,,,,,2.0,2.0,,,,52352
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219454
,,,,9.0,,,1.0,,,1.0,1.0,,,,4.0,8.0,,,,,,,,14.0,,,,,1.0,2.0,,,,,,,,,,1.0,8.0,,,,,,,,,,5.0,,,,,,11.0,,4.0,,4.0,,,,,1.0,,,,,,,,,1.0,,,,,38444
,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,278562
,,,11.0,,,,1.0,,,,,,,,3.0,8.0,,13.0,,,,,,,,,5.0,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,2.0,1.0,,,,,,2.0,,,,2.0,,,,3.0,1.0,,,,,,,,,1.0,,,1.0,,326620
,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200851
,2.0,1.0,10.0,8.0,,,1.0,,,,1.0,,,1.0,7.0,21.0,,,,1.0,,,,,,,,,27.0,2.0,,1.0,,10.0,,,,,,,,,,,,5.0,1.0,2.0,,,13.0,,2.0,,,,12.0,,,,13.0,16.0,,,,1.0,2.0,,1.0,,,,8.0,,2.0,1.0,,,,307773
,,,,1.0,,,2.0,,,,,,,,11.0,11.0,,,,,,,,,7.0,,,,5.0,,,,,,2.0,,,,,,2.0,,,8.0,,4.0,,,,1.0,4.0,,,1.0,,,1.0,,,,2.0,,,,,,,,,,,,2.0,,1.0,2.0,,,,88123
3.0,4.0,,1.0,12.0,,,6.0,,,,2.0,,,2.0,10.0,53.0,1.0,2.0,,,,,1.0,,,,,,1.0,,,1.0,,,,,,10.0,,,1.0,,,,,2.0,4.0,,,1.0,15.0,,,1.0,,,31.0,,,,6.0,3.0,,,1.0,1.0,,,2.0,,,,11.0,,4.0,4.0,,,,162092
,,,,1.0,,,1.0,,,,,,,,,10.0,,,,,,,,,,,1.0,1.0,4.0,,,,,,,,,,,,,,5.0,,,1.0,,,,,2.0,,,,,,1.0,,,19.0,,,,2.0,,,,,,,,,,,,,,,,239765
,,,1.0,,,,,,,,,,,3.0,6.0,3.0,,,,,,,,,5.0,1.0,2.0,,6.0,,,,,1.0,,,,,10.0,2.0,,,,,,2.0,,,,,2.0,,,,,1.0,,,,,,,,,,2.0,,,4.0,,4.0,,3.0,,,,,,,333510
1.0,,,3.0,6.0,,,1.0,,,,1.0,,,,1.0,15.0,,1.0,,,,1.0,,,1.0,,3.0,,3.0,,6.0,,,1.0,,,,,,,,,,,,,4.0,,,,1.0,,,,,,12.0,,,,1.0,1.0,,,,,,,,,,,4.0,,2.0,,,,,207530
,,,8.0,6.0,,,7.0,4.0,,1.0,,,,,15.0,31.0,,,,10.0,,,,,1.0,,5.0,,2.0,,,,,1.0,,,,,14.0,,,,,,,2.0,,,,3.0,11.0,,2.0,10.0,12.0,1.0,12.0,,,,1.0,6.0,,,1.0,1.0,,,,,,,8.0,,2.0,1.0,,,1.0,153619
,1.0,,16.0,6.0,,,5.0,,,,,,5.0,,3.0,13.0,,,,,,,,1.0,,,4.0,1.0,49.0,,,,,,,,,,,,1.0,,,,,4.0,1.0,,,8.0,8.0,,6.0,1.0,,,6.0,,,7.0,,,,,,,,,,,,9.0,5.0,,4.0,5.0,,,,296069
,,,,,,,,,,,,,,,3.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235627
,,,2.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,65760
1.0,,,13.0,1.0,,,25.0,,,,3.0,,,,26.0,36.0,,,,,,,,,,,3.0,1.0,16.0,,,,,,,1.0,,,,,,,,,,2.0,2.0,,,3.0,10.0,,,1.0,3.0,23.0,15.0,,,21.0,8.0,,,,,,,,,,,,10.0,,2.0,5.0,,,,308859
,,,7.0,2.0,1.0,,4.0,,,,1.0,,,1.0,9.0,22.0,,,,1.0,,,,,,,,,15.0,1.0,1.0,,,,,,,,,,2.0,,,1.0,,2.0,1.0,4.0,,2.0,4.0,,1.0,,,,13.0,,1.0,,8.0,,,1.0,,,1.0,,26.0,,4.0,2.0,16.0,1.0,1.0,3.0,,,,98657
,14.0,1.0,6.0,15.0,,1.0,22.0,2.0,,,1.0,1.0,,,10.0,59.0,,8.0,,,,,,1.0,2.0,,1.0,5.0,9.0,,,,,,,,,2.0,11.0,,1.0,2.0,1.0,6.0,7.0,7.0,,,2.0,2.0,12.0,,9.0,,9.0,1.0,37.0,,,,4.0,4.0,,,2.0,4.0,,,,,,,11.0,,1.0,1.0,,,5.0,312760
7.0,2.0,6.0,14.0,16.0,3.0,1.0,20.0,,,1.0,2.0,1.0,,,11.0,23.0,,6.0,,,,,,1.0,4.0,,2.0,,17.0,,,,,,,,,,,,11.0,,,3.0,,4.0,3.0,,2.0,6.0,8.0,,4.0,7.0,49.0,12.0,51.0,1.0,3.0,2.0,8.0,2.0,4.0,,6.0,1.0,,,,,,,12.0,2.0,,2.0,,,,30503
1.0,1.0,,10.0,5.0,,,4.0,,,1.0,1.0,,,,4.0,16.0,,1.0,,,,,,11.0,,,4.0,,21.0,,,,,,,,,,,,2.0,,1.0,,,5.0,3.0,3.0,,14.0,20.0,,,4.0,,1.0,24.0,,1.0,,4.0,,,1.0,,,,,,,,,2.0,1.0,1.0,1.0,,,,179919
,1.0,,3.0,5.0,,,20.0,,,1.0,,,,,19.0,29.0,1.0,,1.0,,,,,,5.0,,8.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,1.0,,2.0,,4.0,5.0,,,5.0,11.0,,40.0,17.0,,,2.0,,,,,2.0,,,,1.0,,,7.0,2.0,6.0,2.0,,,,273122
,,,5.0,10.0,,2.0,1.0,,,,,,,,7.0,22.0,1.0,3.0,,,,4.0,,3.0,2.0,,1.0,1.0,5.0,,,2.0,,,12.0,1.0,,4.0,,,,8.0,,,,5.0,,18.0,,1.0,10.0,,,,2.0,14.0,13.0,,,1.0,1.0,,,,,,,,,3.0,5.0,,1.0,,1.0,8.0,6.0,,3.0,2432
,,,7.0,,,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,4.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,12.0,,,,,,,,,,,3.0,,1.0,,3.0,,,,1.0,,1.0,61826
3.0,,,1.0,2.0,1.0,,2.0,,,1.0,1.0,6.0,,,5.0,11.0,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,2.0,,,1.0,1.0,,,,3.0,,,1.0,,,12.0,,,9.0,11.0,,,,,,,1.0,,,,,,,1.0,,,,,163492
,,,1.0,,,,3.0,,,,,,,,,2.0,,,,,,,,,,,2.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,12.0,,,7.0,,14.0,1.0,,,,,,,,,,,,,,,,,66430
,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262852
,,,,1.0,,,,,,,,,,,3.0,9.0,,,,1.0,,,,3.0,6.0,,2.0,,13.0,,,,,,,,,,,,1.0,,,,,13.0,,1.0,,,2.0,,,,,,2.0,,,,,,,,1.0,,1.0,,,,,,5.0,,,5.0,,,,54984
,,,12.0,,,,,,,,1.0,,,,3.0,2.0,,,,,,,,,6.0,,,,1.0,,,,,,,,,1.0,,,,,,,,2.0,,2.0,,,1.0,,,,,,8.0,,,1.0,2.0,,,,,,,,,,,,1.0,,,1.0,,,,257305
,,,1.0,3.0,,,9.0,,,,1.0,,,,15.0,18.0,,,,,,,,,8.0,,,,6.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,4.0,,,2.0,,,1.0,,,,,,,,,,,,6.0,,,,3.0,,2.0,,,,2.0,248777
,,,7.0,3.0,,1.0,3.0,,,,,,,,3.0,12.0,,,,1.0,1.0,,,,2.0,1.0,,,4.0,,,,,,,,,2.0,,,1.0,2.0,,,7.0,1.0,,,,,7.0,,3.0,,,3.0,7.0,,,,1.0,,,,,,2.0,,,2.0,,6.0,,,1.0,,,,,128859
,,,,,,1.0,2.0,,,,2.0,,,,6.0,1.0,,,,,2.0,,,,,,,,18.0,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,4.0,,,,,,1.0,,,,,,,,,8.0,,,,1.0,7.0,2.0,6.0,1.0,,3.0,1.0,,,,126441
,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,214658
1.0,,1.0,18.0,7.0,,,3.0,,,,,,,,14.0,19.0,,,,2.0,,,,14.0,,,3.0,,15.0,,,,,,,2.0,,,,,,,,,,35.0,,6.0,,,5.0,,1.0,,,6.0,19.0,,,13.0,,5.0,,,1.0,1.0,,,,,,,1.0,,1.0,,,,,337838
,,,2.0,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,7.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,159720
,,,,1.0,,,2.0,,,,,,,,,6.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,5.0,,2.0,,,,15.0,1.0,25.0,,,,2.0,,,,,,,,,,,,1.0,,,,,,,121805
4.0,5.0,,17.0,37.0,,1.0,25.0,4.0,,,3.0,,,,12.0,30.0,,1.0,1.0,,,,,1.0,,,2.0,1.0,14.0,,,,1.0,,,,,,,,3.0,,,6.0,,4.0,1.0,,1.0,,11.0,,,2.0,40.0,17.0,78.0,1.0,7.0,,19.0,23.0,,,1.0,4.0,,,,1.0,,,4.0,1.0,,,,,1.0,271207
,,,47.0,5.0,,,8.0,,1.0,,18.0,2.0,,,8.0,33.0,,,,,,,,,,,14.0,1.0,38.0,,1.0,1.0,,1.0,,,,3.0,14.0,,1.0,,,,,,3.0,,,1.0,14.0,,,2.0,,2.0,12.0,4.0,,4.0,3.0,,,,,,,,,5.0,,,4.0,,2.0,1.0,,,1.0,173920
,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,89035
,,,7.0,5.0,,,5.0,,,,1.0,,,,3.0,2.0,,,,,,,,2.0,,,,,1.0,,,,,,2.0,,,,3.0,,,,,,7.0,1.0,,3.0,,,,,,,,1.0,2.0,,,,3.0,,,,,,1.0,,1.0,,,,9.0,,,1.0,,,,182640
,,,2.0,5.0,,,8.0,,,,,,,,1.0,2.0,,,,,,,,,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,1.0,4.0,2.0,,,,1.0,,,,,1.0,,,,,,,,,3.0,,,,,92137
1.0,,1.0,3.0,14.0,,1.0,20.0,,,,2.0,,,,10.0,46.0,1.0,,,4.0,,,,7.0,1.0,1.0,14.0,,5.0,7.0,,2.0,15.0,,,5.0,,9.0,,,2.0,,,1.0,,8.0,,1.0,,1.0,13.0,,,2.0,,23.0,29.0,2.0,4.0,,1.0,1.0,,2.0,4.0,8.0,,,7.0,22.0,1.0,9.0,21.0,1.0,4.0,,,,1.0,152799
,,,8.0,3.0,,,7.0,,,,,,,,10.0,9.0,,1.0,,1.0,1.0,2.0,,4.0,28.0,,1.0,,3.0,1.0,,1.0,,1.0,1.0,,,,,,,9.0,,8.0,,3.0,3.0,3.0,,,13.0,,2.0,,,1.0,29.0,,,3.0,,,,2.0,,2.0,,,,,4.0,,8.0,,3.0,3.0,,,,325953
7.0,5.0,16.0,9.0,48.0,,1.0,26.0,1.0,,,2.0,1.0,,,10.0,21.0,,1.0,1.0,,,,,1.0,1.0,,9.0,1.0,21.0,,,1.0,,,,,,,1.0,4.0,11.0,,,1.0,,3.0,1.0,,2.0,7.0,11.0,,1.0,10.0,8.0,17.0,53.0,4.0,14.0,,2.0,1.0,,1.0,1.0,2.0,,,,5.0,,3.0,13.0,,,2.0,,,2.0,97973
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,152542
,1.0,,,2.0,,4.0,11.0,,,,,,,,6.0,3.0,,,,9.0,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,1.0,3.0,,,,,,4.0,,,6.0,3.0,,,1.0,,1.0,,,1.0,,,,3.0,,4.0,,,,,190882
2.0,,3.0,16.0,10.0,,,47.0,,,1.0,1.0,,,3.0,38.0,57.0,1.0,2.0,,1.0,,1.0,,1.0,,1.0,1.0,,13.0,,,,,,,,,,,,,,,,,1.0,,,,2.0,3.0,,3.0,10.0,9.0,5.0,21.0,,,,8.0,,,,1.0,,,,5.0,,,,18.0,,3.0,5.0,,2.0,4.0,276924
,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,4.0,6.0,,,,5.0,,,,,,,,,,,,,,,,,,,319460
,,2.0,2.0,1.0,,,16.0,,,,,,,,3.0,10.0,,,,,,,,4.0,,,3.0,,3.0,,,,1.0,,,,,,1.0,,4.0,,,,,,,,,,6.0,,4.0,9.0,2.0,11.0,73.0,,,4.0,1.0,,,,,,,,,,,,6.0,,,,,,,138007
,1.0,,25.0,3.0,,,5.0,,,1.0,,,,,6.0,27.0,,,,,,,,1.0,,3.0,,,4.0,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,6.0,,,,,2.0,13.0,,,,,,,,,,,,3.0,,,18.0,3.0,,3.0,4.0,,,,133195
,1.0,,7.0,3.0,,,2.0,,,,27.0,6.0,,,2.0,17.0,2.0,,,,,,,,,,1.0,,2.0,,,,,,,,,,,2.0,1.0,,,,,,,,,1.0,3.0,,,3.0,,1.0,8.0,,,,1.0,,,,1.0,,,,,,,,2.0,,5.0,1.0,,,,241958
,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,183544
,,,11.0,1.0,,9.0,8.0,,,,,,,,2.0,5.0,,,,,,,,2.0,18.0,,1.0,,4.0,,,,,,,,,,,,,,,,,1.0,,5.0,,2.0,,,,1.0,,,5.0,,,1.0,,,,,,,,,,,,,4.0,,1.0,1.0,,,,260873
,,,26.0,7.0,1.0,,7.0,,,,1.0,,,,8.0,25.0,,,1.0,,,,,,,,2.0,2.0,7.0,,,,,,,,,1.0,,,3.0,,3.0,,,4.0,,3.0,,3.0,7.0,,,2.0,,1.0,11.0,,,16.0,1.0,1.0,,,,1.0,,,,,6.0,,47.0,,4.0,2.0,,,,249635
,,,,,,,4.0,,,,,,,,,4.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,3.0,,,,,1.0,,,,,1.0,,,,,6.0,13.0,,,,,,,,,,,,,,,,,,,,,1.0,,64723
1.0,,1.0,5.0,4.0,,3.0,2.0,7.0,2.0,,,,,1.0,,1.0,,,,,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,1.0,,,10.0,,1.0,2.0,,1.0,5.0,,19.0,,,1.0,3.0,,,,,,,,,,,,3.0,,,,,,,338226
,,,1.0,,,,,,,,,,,,,11.0,,,,,,,,,,,1.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,8.0,7.0,,,,,,,,,,,,,,,,5.0,,3.0,,,,,142077
,,,12.0,2.0,,1.0,9.0,,,1.0,7.0,3.0,,,13.0,25.0,,4.0,,4.0,,,,,,,6.0,,13.0,,,,,,1.0,,,,,,6.0,,,2.0,,,7.0,,,3.0,10.0,,1.0,1.0,,2.0,46.0,,,5.0,5.0,,,4.0,2.0,,,,,,,4.0,16.0,,5.0,4.0,,,,107596
1.0,,11.0,23.0,13.0,2.0,3.0,17.0,2.0,,,1.0,,2.0,5.0,14.0,9.0,,2.0,4.0,8.0,,,,1.0,19.0,,1.0,1.0,6.0,,,,,2.0,1.0,1.0,1.0,11.0,,,,,,,4.0,2.0,,23.0,,2.0,23.0,2.0,2.0,,11.0,,35.0,1.0,,,2.0,4.0,,1.0,,3.0,,3.0,50.0,,22.0,11.0,32.0,,8.0,9.0,1.0,4.0,35.0,335608
,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,92320
